Unnamed: 0,observation_date,CPIAUCSL,CPILFESL,UNRATE,DCOILWTICO,VIXCLS,DTWEXBGS,GOLD,MOVE,SP500,Open,High,Low,GS10,FEDFUNDS,Date,SMA_10,SMA_50,EMA_10,EMA_50,ROC_10,RSI_14,BB_upper,BB_lower,Volatility_20
149,2018-02-09,249.529,255.711,4.1,59.2,29.06,108.2579,1330.58,60.3,2619.55,2601.78,2638.67,2532.69,2.86,1.42,2018-02-09,2727.85,2512.3606000000004,2715.3460315472544,2529.8055424491276,-0.008579906290921868,52.75360808628146,2847.7584613097456,2457.2685386902544,0.018125534700368456
150,2018-02-16,249.529,255.711,4.1,61.89,19.46,107.0359,1313.27,71.8,2732.22,2727.14,2754.42,2725.11,2.86,1.42,2018-02-16,2735.922,2519.3426,2718.4140258113894,2537.7433643138675,0.03044314538940207,60.97639547824048,2850.9024809395382,2475.410519060462,0.020264592518129027
151,2018-02-23,249.529,255.711,4.1,63.52,16.49,107.6802,1356.19,63.0,2747.3,2715.8,2747.76,2713.74,2.86,1.42,2018-02-23,2743.071,2526.8366,2723.6660211184094,2545.9612715956764,0.026717143593902426,62.126556763371994,2856.3549720906235,2489.755027909377,0.020188167325653317
152,2018-03-02,249.577,256.271,4.0,61.19,19.59,108.5357,1328.38,64.6,2691.25,2658.89,2696.25,2647.32,2.84,1.51,2018-03-02,2743.862,2533.0966,2717.7721990968803,2551.658868788003,0.0029478187631830632,56.10910141259645,2854.4356727765066,2505.482327223494,0.020908800542792306
153,2018-03-09,249.577,256.271,4.0,62.02,14.64,107.9231,1320.07,65.3,2786.57,2752.91,2786.57,2751.54,2.84,1.51,2018-03-09,2755.158,2541.9483999999998,2730.2808901701746,2560.871070012003,0.04224999158441212,59.22305284007414,2863.8899713514156,2517.1640286485845,0.022121610855386383
154,2018-03-16,249.577,256.271,4.0,62.29,15.8,108.4333,1321.86,59.0,2752.01,2750.57,2761.85,2749.97,2.84,1.51,2018-03-16,2756.0440000000003,2549.7342,2734.231637411961,2568.3667143252583,0.0032298634781182667,56.22098708886772,2866.4677806050913,2531.680219394908,0.022429658468247095
155,2018-03-23,249.577,256.271,4.0,65.8,24.87,107.7495,1314.49,59.0,2588.26,2646.71,2657.67,2585.89,2.84,1.51,2018-03-23,2736.246,2554.3886,2707.691339700695,2569.1468431752483,-0.07105633398415057,45.378825466867966,2866.430119477439,2531.7598805225616,0.026485613799287558
156,2018-03-30,249.577,256.271,4.0,64.87,19.97,107.4783,1348.55,56.2,2640.87,2614.41,2659.07,2609.72,2.84,1.51,2018-03-30,2719.303,2560.627,2695.5420052096592,2571.9595159919054,-0.06028893712415051,47.86012999445759,2862.668585665337,2541.3784143346634,0.026848563746193408
157,2018-04-06,250.227,256.63,4.0,62.03,21.49,107.7884,1323.43,58.5,2604.47,2645.82,2656.88,2586.27,2.87,1.69,2018-04-06,2692.463,2565.7426,2678.983458807903,2573.234436933399,-0.09342573802504117,46.60752487684244,2860.1783426386405,2546.43065736136,0.02706044794646471
158,2018-04-13,250.227,256.63,4.0,67.35,17.41,107.2359,1332.39,56.1,2656.3,2676.9,2680.26,2645.05,2.87,1.69,2018-04-13,2681.88,2571.1846,2674.8591935701024,2576.4919099948343,-0.038314633996227476,45.663181232585316,2857.3303068317095,2554.6666931682907,0.02733954438749922
159,2018-04-20,250.227,256.63,4.0,68.26,16.88,108.1782,1345.54,51.1,2670.14,2692.56,2693.94,2660.61,2.87,1.69,2018-04-20,2686.939,2576.6016,2674.001158375538,2580.164384112684,0.019312477333893074,44.02814641071539,2856.751302389454,2558.037697610546,0.027161957426827248
160,2018-04-27,250.227,256.63,4.0,68.11,15.41,109.1729,1338.58,52.7,2669.91,2675.47,2677.35,2659.01,2.87,1.69,2018-04-27,2680.708,2582.1818,2673.2573113981675,2583.6838200298334,-0.022805630586116732,42.597260158400374,2856.4432194942233,2560.186780505777,0.027155526937804087
161,2018-05-04,250.792,257.145,3.8,69.71,14.77,110.2492,1322.49,51.3,2663.42,2621.45,2670.93,2615.32,2.98,1.7,2018-05-04,2672.32,2587.8156,2671.4687093257735,2586.8107290482712,-0.030531794853128513,38.26150311046349,2856.498205899995,2558.8927941000056,0.027088949484997068
162,2018-05-11,250.792,257.145,3.8,70.69,12.65,110.2839,1310.91,48.5,2727.72,2722.7,2732.86,2717.45,2.98,1.7,2018-05-11,2675.967,2594.0535999999997,2681.6962167210872,2592.336582811084,0.013551323734324106,47.96561469061497,2858.511429978212,2561.3175700217876,0.02761523342864987
163,2018-05-18,250.792,257.145,3.8,71.23,13.42,111.7161,1321.46,47.1,2712.97,2717.35,2719.5,2709.18,2.98,1.7,2018-05-18,2668.607,2599.5316000000003,2687.382359135435,2597.0673050537866,-0.02641239947318763,56.50665849445588,2859.4942489083846,2564.2707510916157,0.027634441510492012
164,2018-05-25,250.792,257.145,3.8,67.92,13.22,111.5828,1291.89,53.3,2721.33,2723.6,2727.36,2714.99,2.98,1.7,2018-05-25,2665.5389999999998,2605.3228,2693.5546574744467,2601.9403519144225,-0.011148215304450315,49.112570692830495,2857.7513069326665,2563.831693067333,0.027015248820155924
165,2018-06-01,251.018,257.399,4.0,65.81,13.46,111.8253,1303.76,54.1,2734.62,2718.7,2736.93,2718.7,2.91,1.82,2018-06-01,2680.175,2611.3522,2701.0210833881833,2607.1434753687586,0.05654764204523488,48.96367975415997,2851.354680604924,2565.0663193950763,0.026790464507502252
166,2018-06-08,251.018,257.399,4.0,65.77,12.18,112.1057,1298.25,56.9,2779.03,2765.84,2779.39,2763.59,2.91,1.82,2018-06-08,2693.9909999999995,2618.1668000000004,2715.20452277215,2613.884123393513,0.052316092802750624,57.313293564834886,2845.7213557427663,2567.5726442572336,0.02698156261376064
167,2018-06-15,251.018,257.399,4.0,65.01,11.98,113.3369,1297.79,59.6,2779.66,2777.78,2782.81,2761.73,2.91,1.82,2018-06-15,2711.5099999999998,2625.2918,2726.923700449941,2620.385138162395,0.06726512495824499,49.316450687506155,2822.6333271269154,2581.3396728730845,0.026460428042570226
168,2018-06-22,251.018,257.399,4.0,69.02,13.77,113.3039,1281.08,53.1,2754.88,2760.79,2764.17,2752.68,2.91,1.82,2018-06-22,2721.368,2631.8858,2732.006664004497,2625.659446469752,0.037111772013703304,50.28950713176104,2821.551367387196,2581.6966326128045,0.025058185405912026
169,2018-06-29,251.018,257.399,4.0,74.13,16.09,113.2583,1269.52,53.0,2718.37,2727.13,2743.26,2718.03,2.91,1.82,2018-06-29,2726.191,2637.0678000000003,2729.5272705491334,2629.2951544513303,0.018062723302898043,67.65735689276116,2820.234179547271,2592.895820452729,0.022189029861611028
170,2018-07-06,251.214,257.699,3.8,73.78,13.37,112.6426,1251.13,51.2,2759.82,2737.68,2764.41,2733.52,2.89,1.91,2018-07-06,2735.182,2642.8133999999995,2735.0350395402,2634.413775845396,0.03367529242558742,66.64707364178356,2823.578786084401,2592.311213915599,0.02028053100829933
171,2018-07-13,251.214,257.699,3.8,71.03,12.18,113.0705,1254.84,50.1,2801.31,2796.93,2804.53,2791.69,2.89,1.91,2018-07-13,2748.971,2649.3976000000002,2747.0850323510726,2640.9587258122433,0.05177178214476119,77.16083452919753,2832.504281507648,2588.786718492351,0.02050979775867769
172,2018-07-20,251.214,257.699,3.8,70.31,12.86,113.3214,1242.19,48.3,2801.83,2804.55,2809.7,2800.01,2.89,1.91,2018-07-20,2756.382,2655.8976000000002,2757.0386628326955,2647.267403231371,0.02716921091607638,73.39334512136314,2844.2061188702182,2588.142881129782,0.019876659120751584
173,2018-07-27,251.214,257.699,3.8,68.66,13.03,112.8122,1229.14,49.0,2818.82,2842.35,2843.17,2808.34,2.89,1.91,2018-07-27,2766.967,2663.4476,2768.2716332267505,2653.994956045827,0.0390162810499195,73.6600891152133,2850.2860744118707,2585.287925588129,0.018317765812894325
174,2018-08-03,251.663,257.891,3.8,68.49,11.64,113.0114,1224.03,48.8,2840.35,2829.62,2840.38,2827.37,2.89,1.91,2018-08-03,2778.8689999999997,2671.7436000000002,2781.3767908218865,2661.302996985207,0.04373596733949947,75.40089418777947,2864.996672582176,2579.4113274178244,0.01810804667278573
175,2018-08-10,251.663,257.891,3.8,67.61,13.16,114.2992,1219.63,47.7,2833.28,2839.64,2842.2,2825.81,2.89,1.91,2018-08-10,2788.7349999999997,2679.5482,2790.81373794518,2668.047193181865,0.03607813882733257,75.27076886455612,2870.756865068147,2598.153134931853,0.011085541197576711
176,2018-08-17,251.663,257.891,3.8,65.93,12.64,114.5327,1214.99,50.6,2850.13,2838.32,2855.63,2833.73,2.89,1.91,2018-08-17,2795.8450000000003,2687.0198,2801.598512864238,2675.1876954100276,0.025584466522491578,71.2053494092784,2883.086096340359,2606.7499036596414,0.010459916046203745
177,2018-08-24,251.663,257.891,3.8,69.71,11.99,113.598,1179.16,50.7,2874.69,2862.35,2876.16,2862.35,2.89,1.91,2018-08-24,2805.3480000000004,2695.285,2814.887874161649,2683.0113151978694,0.034187634458890725,77.09422329446463,2891.52468966093,2625.333310339069,0.009636859140086954
178,2018-08-31,251.663,257.891,3.8,69.84,12.86,114.275,1207.49,49.2,2901.52,2898.37,2906.32,2891.73,2.89,1.91,2018-08-31,2820.012,2703.3108,2830.6391697686217,2691.5802832293257,0.053229178766407204,78.42920703038723,2909.24020492303,2632.13979507697,0.009048147819453664
179,2018-09-07,252.182,258.368,3.7,67.73,14.88,114.5807,1202.84,50.7,2871.68,2868.26,2883.81,2864.12,3.0,1.95,2018-09-07,2835.343,2710.7,2838.1011389015994,2698.6430172203327,0.05639776777995631,70.55119054759194,2917.833649650158,2643.7003503498427,0.009625745818174686
180,2018-09-14,252.182,258.368,3.7,68.98,12.07,114.0654,1198.42,49.4,2904.98,2906.38,2908.3,2895.77,3.0,1.95,2018-09-14,2849.8590000000004,2718.4124000000006,2850.2609318285813,2706.734663603849,0.05259763317897548,69.53621839615326,2929.8761392764995,2655.1648607234997,0.009738409975191951
181,2018-09-21,252.182,258.368,3.7,70.8,11.68,113.5097,1196.72,47.4,2929.67,2936.76,2940.91,2927.11,3.0,1.95,2018-09-21,2862.695,2726.0191999999997,2864.6989442233844,2715.477225815463,0.045821419264558516,71.65208856557263,2942.1104325218244,2669.555567478176,0.00964868634572801
182,2018-09-28,252.182,258.368,3.7,73.16,12.12,113.8072,1198.05,48.8,2913.98,2910.03,2920.53,2907.5,3.0,1.95,2018-09-28,2873.91,2733.2354000000005,2873.659136182769,2723.261648332504,0.04002741065660653,73.58294794260641,2954.3726625100517,2675.919337489948,0.008752470349245957
183,2018-10-05,252.772,258.917,3.8,74.26,14.82,114.5599,1191.49,46.2,2885.57,2902.54,2909.64,2869.29,3.15,2.19,2018-10-05,2880.585,2739.4426000000003,2875.824747785902,2729.6266817312294,0.023680121469267235,75.39335398821461,2957.6293122331804,2689.9226877668193,0.009030427456257761
184,2018-10-12,252.772,258.917,3.8,71.41,21.31,114.368,1201.98,55.2,2767.13,2770.54,2775.77,2729.44,3.15,2.19,2018-10-12,2873.263,2743.1638000000003,2856.0620663702834,2731.097400094711,-0.0257785132113999,50.89978090150414,2953.9747446745314,2698.157255325469,0.013383640488594712
185,2018-10-19,252.772,258.917,3.8,69.16,19.89,114.8557,1218.88,54.4,2767.78,2775.66,2797.77,2760.27,3.15,2.19,2018-10-19,2866.7129999999997,2746.7625999999996,2840.0107815756865,2732.53593342433,-0.023118082222724157,45.41150067055317,2951.432469420326,2704.0155305796743,0.013351527950879261
186,2018-10-26,252.772,258.917,3.8,67.58,24.16,115.4717,1226.52,52.0,2658.69,2667.86,2692.38,2628.16,3.15,2.19,2018-10-26,2847.5690000000004,2748.2904,2807.0433667437433,2729.640014466513,-0.0671688659815517,34.89893235430647,2965.4687051856945,2677.9452948143053,0.015557241230135476
187,2018-11-02,252.594,259.439,3.8,63.12,19.51,115.6415,1241.8,62.7,2723.06,2745.45,2756.55,2700.44,3.12,2.2,2018-11-02,2832.406,2751.1746,2791.773663699426,2729.381974683513,-0.05274655702006137,40.81562188291258,2968.242947517828,2669.511052482172,0.016632794244628338
188,2018-11-09,252.594,259.439,3.8,60.19,17.36,116.4762,1231.35,61.4,2781.01,2794.1,2794.1,2764.24,3.12,2.2,2018-11-09,2820.3550000000005,2754.7464,2789.8166339358936,2731.406603127297,-0.04153340318178045,44.680316993581265,2967.637356943019,2672.7296430569813,0.017226385631016618
189,2018-11-16,252.594,259.439,3.8,56.49,18.14,115.9246,1210.72,53.5,2736.27,2718.54,2746.75,2712.16,3.12,2.2,2018-11-16,2806.8140000000003,2756.6274,2780.0808823111856,2731.5973245732853,-0.0471535825718743,41.85351270553063,2966.128042066454,2676.0289579335463,0.017357660004728423
190,2018-11-23,252.594,259.439,3.8,54.41,21.52,116.4703,1220.92,60.4,2632.56,2633.36,2647.55,2631.09,3.12,2.2,2018-11-23,2779.572,2756.2486000000004,2753.2589037091516,2727.7135079233526,-0.09377689347258844,34.055432599997076,2980.7300025339127,2648.700997466087,0.018970312838872787
191,2018-11-30,252.594,259.439,3.8,50.78,18.07,116.4121,1223.22,57.3,2760.17,2737.76,2760.88,2732.76,3.12,2.2,2018-11-30,2762.6220000000003,2757.9358,2754.515466671124,2728.9863115342014,-0.05785634559523767,42.70870473182907,2980.3830553092566,2644.9339446907434,0.02182641319305472
192,2018-12-07,252.767,260.063,3.9,52.76,23.23,116.0839,1219.15,52.4,2633.08,2691.26,2708.54,2623.14,2.83,2.27,2018-12-07,2734.532,2756.9306000000006,2732.4362909127376,2725.2252797093306,-0.09639736717479186,34.8438311614987,2990.2216246622315,2618.2203753377685,0.024080197884666615
193,2018-12-14,252.767,260.063,3.9,51.26,21.63,116.7891,1245.81,60.7,2599.95,2629.68,2635.07,2593.84,2.83,2.27,2018-12-14,2705.9700000000003,2755.4574,2708.347874383149,2720.312523642298,-0.09898217683161392,34.714862690832206,3000.235624711773,2586.319375288227,0.024078941593396463
194,2018-12-21,252.767,260.063,3.9,45.38,30.11,116.2221,1238.7,56.1,2416.62,2465.38,2504.41,2408.55,2.83,2.27,2018-12-21,2670.919,2748.9267999999997,2655.3064426771216,2708.4030129112275,-0.12666914817879904,26.496294157281767,3037.3130944118593,2506.8689055881405,0.02813255658279463
195,2018-12-28,252.767,260.063,3.9,45.15,28.34,115.7226,1259.93,61.6,2485.74,2498.77,2520.27,2472.89,2.83,2.27,2018-12-28,2642.715,2742.9168000000004,2624.4761803721904,2699.6711300519637,-0.10190116266466276,29.510860033415497,3047.1958324110556,2462.2321675889443,0.029269582074826203
196,2019-01-04,252.561,260.766,4.0,47.76,21.38,114.9813,1277.53,66.7,2531.94,2474.33,2538.07,2474.33,2.71,2.4,2019-01-04,2630.04,2737.3496,2607.6514203045194,2693.093438677377,-0.047673854417024875,32.850319615025526,3043.7819811686954,2433.827018831304,0.02967718338889016
197,2019-01-11,252.561,260.766,4.0,51.44,18.19,114.0383,1282.97,65.8,2596.26,2588.11,2596.27,2577.4,2.71,2.4,2019-01-11,2617.36,2731.8174,2605.5802529764246,2689.2960489253232,-0.04656526114004089,37.418569254185705,3029.1617524692,2420.6042475308004,0.030327027438227388
198,2019-01-18,252.561,260.766,4.0,53.6,17.8,114.5555,1290.3,55.9,2670.71,2651.27,2675.47,2647.58,2.71,2.4,2019-01-18,2606.33,2729.989,2617.422025162529,2688.5671842615848,-0.0396618494719545,45.64010273477066,3006.7263253264136,2419.958674673586,0.03109472043757528
199,2019-01-25,252.561,260.766,4.0,53.53,17.42,114.0168,1283.55,53.8,2664.76,2657.44,2672.38,2657.33,2.71,2.4,2019-01-25,2599.179,2730.8932,2626.0289296784326,2687.6335691925033,-0.026134116881740388,45.36388673878999,2987.3241570419223,2418.668842958078,0.031056696061605868
200,2019-02-01,253.319,261.186,3.8,55.29,16.14,113.7524,1298.59,52.5,2706.53,2702.32,2716.66,2696.88,2.68,2.4,2019-02-01,2606.576,2730.3794,2640.665487918717,2688.374605694758,0.028098125018993114,52.291758483913625,2961.1064253282984,2425.0415746717017,0.031172620960963272
201,2019-02-08,253.319,261.186,3.8,52.75,15.72,114.4975,1317.94,48.8,2707.88,2692.36,2708.07,2681.83,2.68,2.4,2019-02-08,2601.347,2729.591,2652.886308297132,2689.139523118493,-0.018944485303441394,49.226078799249535,2926.084811604193,2437.884188395806,0.03106758313561815
202,2019-02-15,253.319,261.186,3.8,55.58,14.91,114.9899,1314.26,49.6,2775.6,2760.24,2775.66,2760.24,2.68,2.4,2019-02-15,2615.599,2731.278,2675.197888606744,2692.5301300550227,0.054126726115423685,49.726902846066075,2898.4429566654317,2451.6880433345677,0.031705640761979015
203,2019-02-22,253.319,261.186,3.8,57.01,13.51,114.2692,1315.3,45.7,2792.67,2780.67,2794.2,2779.11,2.68,2.4,2019-02-22,2634.871,2731.4,2696.556454314609,2696.457183778355,0.07412450239427693,52.928896366922174,2878.7220132951597,2462.1189867048406,0.031699003083650173
204,2019-03-01,254.277,261.567,3.8,55.76,13.57,114.535,1330.09,47.2,2803.69,2798.22,2808.02,2787.38,2.57,2.41,2019-03-01,2673.5780000000004,2732.4336,2716.035280802862,2700.6623922576355,0.16016998948945238,59.833588084539095,2884.7233518394855,2459.773648160514,0.030283640867323793
205,2019-03-08,254.277,261.567,3.8,55.77,16.05,115.3585,1303.67,47.9,2743.07,2730.79,2744.13,2722.27,2.57,2.41,2019-03-08,2699.311,2735.5298,2720.9506842932506,2702.3254356985126,0.10352249229605692,48.93542844335982,2881.4262829607405,2460.5997170392593,0.03070784124216563
206,2019-03-15,254.277,261.567,3.8,58.51,12.88,114.5808,1298.26,45.8,2822.48,2810.79,2830.73,2810.79,2.57,2.41,2019-03-15,2728.3650000000002,2739.1620000000003,2739.4105598762962,2707.03737939661,0.11474995458028237,62.53540888994786,2900.085583326907,2458.3194166730937,0.02988270512789549
207,2019-03-22,254.277,261.567,3.8,58.87,16.48,114.6845,1302.04,46.1,2800.71,2844.52,2846.16,2800.47,2.57,2.41,2019-03-22,2748.81,2743.0868,2750.5559126260605,2710.710815498704,0.0787478911973376,63.490122295390435,2909.8649603603762,2456.305039639624,0.029564847161575498
208,2019-03-29,254.277,261.567,3.8,60.19,13.71,115.1364,1312.6,52.3,2834.4,2828.27,2836.03,2819.23,2.57,2.41,2019-03-29,2765.179,2746.6488,2765.800292148595,2715.5613717536567,0.06129081779751444,85.13945429465402,2918.5647292448807,2452.9442707551193,0.029315773578177558
209,2019-04-05,255.233,261.997,3.7,63.1,12.82,114.9714,1295.72,58.5,2892.74,2884.16,2893.24,2882.99,2.53,2.42,2019-04-05,2787.977,2751.1008,2788.8802390306687,2722.5095532535133,0.08555367087467514,84.86499451754389,2943.4284402827325,2443.7275597172675,0.029313502494781655
210,2019-04-12,255.233,261.997,3.7,63.86,12.01,114.3517,1292.3,49.2,2907.41,2900.86,2910.54,2898.37,2.53,2.42,2019-04-12,2808.065,2755.8507999999997,2810.4311046614557,2729.7605511651404,0.07422049635511141,84.00072444082227,2972.7868042132345,2441.854195786766,0.027671230099230382
211,2019-04-19,255.233,261.997,3.7,64.02,12.09,114.6961,1292.28,48.8,2905.03,2904.81,2908.4,2891.9,2.53,2.42,2019-04-19,2827.7799999999997,2760.683,2827.630903813918,2736.6338628841545,0.07280603276363795,81.4936455804656,2993.6561876618553,2435.470812338145,0.025756864301010853
212,2019-04-26,255.233,261.997,3.7,63.29,12.73,115.4749,1275.31,49.2,2939.88,2925.81,2939.88,2917.56,2.53,2.42,2019-04-26,2844.208,2764.9262,2848.039830393205,2744.6042996337956,0.059187202766969316,79.86729100552594,3023.4882808528628,2436.318719147137,0.02308526496783149
213,2019-05-03,255.296,262.217,3.6,61.98,12.87,115.2635,1287.52,49.4,2945.64,2929.21,2947.85,2929.21,2.4,2.39,2019-05-03,2859.505,2769.5796,2865.7853157762584,2752.488052589333,0.054775537388950246,81.17978775365219,3049.143506767754,2445.2324932322454,0.02270215695458508
214,2019-05-10,255.296,262.217,3.6,61.65,16.04,115.5327,1281.04,45.8,2881.4,2863.1,2891.31,2825.39,2.4,2.39,2019-05-10,2867.276,2772.781,2868.624349271484,2757.543423076026,0.027717044323730455,68.4895007295566,3034.415833184889,2506.4381668151113,0.015462998112945487
215,2019-05-17,255.296,262.217,3.6,62.77,15.96,116.4481,1287.27,53.5,2859.53,2858.6,2885.48,2854.23,2.4,2.39,2019-05-17,2878.922,2775.2792,2866.9708312221233,2761.5428966808877,0.042456080231273674,65.36754423299087,3018.960704742447,2559.272295257553,0.015156486172047436
216,2019-05-24,255.296,262.217,3.6,58.4,15.85,116.0809,1276.5,57.0,2826.06,2832.41,2841.36,2820.19,2.4,2.39,2019-05-24,2879.2799999999997,2776.2198,2859.532498272646,2764.0729791639906,0.0012683880842379036,55.49481662165695,2999.477644511174,2608.1673554888266,0.015462609681525786
217,2019-05-31,255.296,262.217,3.6,53.49,18.71,116.7279,1283.77,60.5,2752.06,2766.15,2768.98,2750.52,2.4,2.39,2019-05-31,2874.415,2775.6677999999997,2839.9920440412557,2763.601881941873,-0.017370595313331294,46.0656087116588,2983.4250826989646,2639.7999173010357,0.01627100782346979
218,2019-06-07,255.213,262.739,3.6,53.95,16.3,115.7386,1300.11,72.7,2873.34,2852.87,2884.97,2852.87,2.07,2.38,2019-06-07,2878.309,2778.0369999999994,2846.0553087610274,2767.9053375519957,0.013738357324301509,55.55999042069132,2982.0868897411133,2661.401110258887,0.017836057174107377
219,2019-06-14,255.213,262.739,3.6,52.47,15.28,115.9059,1345.85,68.7,2886.98,2886.82,2894.45,2879.62,2.07,2.38,2019-06-14,2877.7329999999997,2781.4092,2853.4961617135677,2772.5749321577996,-0.0019911917420852854,62.419524656091966,2977.415622067824,2688.294377932176,0.017779819057479603
220,2019-06-21,255.213,262.739,3.6,57.35,15.4,114.8378,1350.18,80.8,2950.46,2952.71,2964.15,2946.87,2.07,2.38,2019-06-21,2882.0379999999996,2785.222,2871.125950492919,2779.550817171219,0.014806993165738636,61.35702115575751,2985.8479279264466,2704.2550720735535,0.018048990544831875
221,2019-06-28,255.213,262.739,3.6,58.2,15.08,114.5834,1393.47,74.6,2941.76,2932.94,2943.98,2929.05,2.07,2.38,2019-06-28,2885.7110000000002,2788.031,2883.9685049487516,2785.9119615958775,0.012643587157447511,62.814106873557826,2988.105818365395,2725.385181634605,0.01810536512758979
222,2019-07-05,255.802,263.28,3.7,57.06,13.28,115.1143,1412.3,70.4,2990.41,2984.25,2994.03,2967.97,2.06,2.4,2019-07-05,2890.764,2791.8026,2903.3215040489786,2793.9314925136864,0.01718777637182467,63.79813560221465,3005.8510567996245,2729.120943200375,0.017689877762192507
223,2019-07-12,255.802,263.28,3.7,59.99,12.39,114.7696,1394.93,65.3,3013.77,3003.36,3013.92,3001.87,2.06,2.4,2019-07-12,2897.577,2795.7016,2923.403048767346,2802.552610454326,0.023129099278934362,61.41038936551338,3026.719794405896,2730.362205594104,0.01770498655346056
224,2019-07-19,255.802,263.28,3.7,55.42,14.45,114.8702,1407.99,62.8,2976.61,3004.26,3006.02,2975.86,2.06,2.4,2019-07-19,2907.0980000000004,2798.4267999999997,2933.077039900556,2809.378390436509,0.03304296522523775,56.258591997684725,3037.145118377681,2737.22888162232,0.018076073795363527
225,2019-07-26,255.802,263.28,3.7,56.04,12.16,115.5454,1429.33,63.9,3025.86,3013.25,3027.98,3012.59,2.06,2.4,2019-07-26,2923.7309999999998,2802.2783999999997,2949.946669009546,2817.867865321352,0.058166901553751815,60.07403578396225,3047.345467084511,2755.3075329154894,0.017322089627682405
226,2019-08-02,256.036,263.877,3.6,55.67,17.61,116.1874,1419.49,58.9,2932.05,2943.9,2945.5,2914.11,1.63,2.13,2019-08-02,2934.3300000000004,2803.9168000000004,2946.692729189628,2822.3455960930637,0.03750451158149515,49.40562041690073,3048.5268868065423,2765.0831131934574,0.018138480889627245
227,2019-08-09,256.036,263.877,3.6,54.41,17.97,116.4432,1445.94,66.1,2918.65,2930.51,2935.75,2900.15,1.63,2.13,2019-08-09,2950.989,2804.7960000000003,2941.59405115515,2826.122239383532,0.06053283722011882,47.974666446548916,3045.3613226989874,2780.042677301013,0.01806279414365686
228,2019-08-16,256.036,263.877,3.6,54.83,18.47,117.0796,1502.47,79.0,2888.68,2864.74,2893.63,2864.74,1.63,2.13,2019-08-16,2952.523,2804.5391999999997,2931.973314581486,2828.5754848979036,0.005338734712912352,50.575912916903974,3043.471409783201,2787.360590216799,0.018113480046098997
229,2019-08-23,256.036,263.877,3.6,54.08,19.87,117.3027,1507.8,89.5,2847.11,2911.07,2927.01,2834.97,1.63,2.13,2019-08-23,2948.536,2804.0478000000003,2916.5436210212156,2829.3023286273974,-0.013810279253753,49.04716604781048,3044.4747946107086,2781.7942053892916,0.017819821632408965
230,2019-08-30,256.036,263.877,3.6,55.07,18.98,118.16,1534.16,91.8,2926.46,2937.09,2940.43,2913.32,1.63,2.13,2019-08-30,2946.136,2804.4773999999998,2918.346599017358,2833.1124333871076,-0.008134324817147154,57.19589461311317,3045.5287626655936,2782.6452373344064,0.018901148510296197
231,2019-09-06,256.43,264.388,3.5,56.45,15.0,117.1305,1529.31,86.9,2978.71,2980.33,2985.03,2972.51,1.7,2.04,2019-09-06,2949.831,2805.4582,2929.3217628323837,2838.822141881731,0.012560507995213577,66.7672777309246,3052.239244249658,2783.3027557503415,0.019290012942824612
232,2019-09-13,256.43,264.388,3.5,54.76,13.74,116.769,1520.8,78.8,3007.39,3012.21,3017.33,3002.9,1.7,2.04,2019-09-13,2951.529,2807.3264,2943.5159877719498,2845.4326461216633,0.005678151156530475,61.491247621170295,3061.22391743316,2781.06908256684,0.019228905745565798
233,2019-09-20,256.43,264.388,3.5,57.92,15.32,117.1835,1493.4,85.5,2992.07,3008.42,3016.37,2984.68,1.7,2.04,2019-09-20,2949.359,2809.4563999999996,2952.3439899952314,2851.1831305874807,-0.007200284029637238,58.98281904436279,3066.7567535308613,2780.1792464691384,0.019280994319609352
234,2019-09-27,256.43,264.388,3.5,55.95,17.22,117.7246,1503.68,80.1,2961.79,2985.47,2987.31,2945.53,1.7,2.04,2019-09-27,2947.877,2813.3496,2954.0614463597344,2855.5206548781675,-0.004978818185788603,51.026733121884895,3070.3169154983,2784.6580845017,0.018723694922436127
235,2019-10-04,257.155,264.97,3.6,52.84,17.04,117.5306,1491.9,80.0,2952.01,2918.56,2953.74,2918.56,1.71,1.83,2019-10-04,2940.492,2817.0342000000005,2953.68845611251,2859.3045507652987,-0.02440628449432558,50.92704809796864,3071.6269417826093,2792.5960582173907,0.018637971997176615
236,2019-10-11,257.155,264.97,3.6,54.76,15.58,116.8257,1507.51,83.2,2970.27,2963.07,2993.28,2963.07,1.71,1.83,2019-10-11,2944.314,2823.2658,2956.7032822738715,2863.656137009797,0.013035248375709685,48.072505933695744,3070.411344478477,2808.232655521523,0.018385499496210232
237,2019-10-18,257.155,264.97,3.6,53.75,14.25,116.1359,1482.15,79.9,2986.2,2996.84,3000.0,2976.31,1.71,1.83,2019-10-18,2951.0690000000004,2828.5286000000006,2962.0663218604404,2868.4617786956874,0.02314426190190666,47.323352944602995,3049.4538475047,2852.6041524953,0.017088886880107727
238,2019-10-25,257.155,264.97,3.6,56.52,12.65,116.0788,1489.9,78.4,3022.55,3003.32,3027.39,3001.94,1.71,1.83,2019-10-25,2964.456,2833.3594,2973.063354249451,2874.5044540409544,0.04634296633756607,54.46713341112409,3054.714982887072,2862.264017112929,0.014461519437333136
239,2019-11-01,257.879,265.548,3.6,56.04,12.3,115.7324,1509.25,67.1,3066.91,3050.72,3066.95,3050.72,1.81,1.55,2019-11-01,2986.436,2839.9722,2990.1263807495507,2882.0497695687604,0.07720109163327016,54.029962105593825,3069.057377941083,2865.914622058917,0.014706248173783834
